id_cliente,forma_pago,precio,pais,tipo_carro
646,mastercard,583892.73,Zimbabwe,Buick
647,americanexpress,591216.3,China,Cadillac
648,visa-electron,590052.07,Brazil,Land Rover
649,americanexpress,711311.15,Japan,Mercedes-Benz
650,visa-electron,763342.72,China,Subaru
651,visa,675707.75,Russia,Mitsubishi
652,visa-electron,579098.72,Sweden,Chevrolet
653,americanexpress,920255.11,China,Volvo
654,mastercard,589962.9,Mexico,Saab
655,americanexpress,612446.72,China,Daewoo
656,visa,598246.46,Russia,Acura
657,mastercard,509230.16,Venezuela,Ford
658,mastercard,889235.62,Gabon,Acura
659,mastercard,925990.96,Colombia,Geo
660,americanexpress,949358.01,Greece,Bentley
661,visa,908656.22,Yemen,Ford
662,americanexpress,534055.41,China,Ford
663,americanexpress,545603.16,Indonesia,Chevrolet
664,visa,873741.87,France,Land Rover
665,mastercard,721009.75,China,Lotus
666,visa,977632.92,New Zealand,Mazda
667,mastercard,890733.18,North Korea,Mazda
668,visa-electron,839509.24,Poland,Kia
669,visa-electron,553831.3,Colombia,Suzuki
670,americanexpress,963097.23,Kyrgyzstan,Ford
671,visa-electron,818461.9,Indonesia,GMC
672,visa,741130.95,Vietnam,GMC
673,americanexpress,675807.74,China,Chrysler
674,visa-electron,630688.6,Slovenia,Ford
675,mastercard,918528.78,Greece,Maserati
676,mastercard,813807.99,Peru,BMW
677,americanexpress,798302.39,China,Isuzu
678,americanexpress,722471.44,China,Chevrolet
679,visa-electron,761249.43,Portugal,Chevrolet
680,americanexpress,780084.11,China,Chevrolet
681,mastercard,867988.32,Indonesia,Hyundai
682,americanexpress,866637.75,China,Lexus
683,visa-electron,852857.97,Thailand,Mitsubishi
684,americanexpress,697331.07,Philippines,Volkswagen
685,americanexpress,670532.71,China,Acura
686,visa,948631.88,Colombia,Chevrolet
687,mastercard,922443.15,Russia,Volvo
688,americanexpress,861990.36,Indonesia,Dodge
689,visa,722804.95,China,Buick
690,visa-electron,595792.75,United States,Ford
691,mastercard,586915.94,Micronesia,Mercedes-Benz
692,americanexpress,671846.7,Poland,Lexus
693,mastercard,923014.27,Indonesia,Scion
694,mastercard,500358.76,Mexico,Dodge
695,visa,919228.65,Greece,Chrysler
696,visa-electron,843813.7,Japan,Ford
697,visa,889832.2,Peru,Dodge
698,visa-electron,828967.97,Portugal,Lexus
699,visa-electron,523956.8,Kazakhstan,Honda
700,visa,742140.65,China,Ford
701,americanexpress,865497.59,Indonesia,Hyundai
702,americanexpress,875432.11,Sierra Leone,Chevrolet
703,mastercard,709592.63,China,Daewoo
704,mastercard,570576.98,Israel,Chevrolet
705,visa-electron,892955.92,Sweden,Dodge
706,americanexpress,981453.7,Japan,Toyota
707,visa-electron,845877.4,Gambia,Ford
708,visa,848948.83,Philippines,Suzuki
709,visa,797910.06,Germany,Hummer
710,visa-electron,698068.48,China,Lexus
711,americanexpress,614590.38,China,Chrysler
712,americanexpress,730916.4,Guatemala,Jeep
713,visa,931966.55,Russia,Mitsubishi
714,mastercard,886234.48,China,Toyota
715,visa,669352.75,China,Volvo
716,americanexpress,981108.79,France,Chevrolet
717,americanexpress,510375.57,China,Dodge
718,visa-electron,595514.19,Malta,Subaru
719,americanexpress,569062.82,Bolivia,Buick
720,americanexpress,862306.8,Pakistan,Mitsubishi
721,visa-electron,737558.35,Indonesia,Lexus
722,visa,782970,Ukraine,Mercury
723,americanexpress,847882.86,Pakistan,Hyundai
724,mastercard,916144.99,China,Maybach
725,visa-electron,727581.03,Japan,Lexus
726,visa,962341.78,Japan,Aston Martin
727,mastercard,678556.78,Philippines,Isuzu
728,visa,662327.47,Czech Republic,Toyota
729,americanexpress,993288.88,Libya,Oldsmobile
730,visa-electron,667297.66,Bangladesh,Mercedes-Benz
731,mastercard,954989.63,Indonesia,Nissan
732,visa,990681.1,Japan,Aston Martin
733,visa,892872.49,China,Pontiac
734,visa-electron,760168.1,China,Toyota
735,visa-electron,683348.3,Indonesia,Acura
736,visa,680836.67,Russia,Lamborghini
737,visa-electron,685611.48,Poland,Chevrolet
738,visa,644261.09,China,Toyota
739,visa-electron,660811.67,United States,Mercedes-Benz
740,visa,612844.82,Ukraine,Buick
741,americanexpress,867931.1,Azerbaijan,Chrysler
742,americanexpress,507232.51,Peru,Chevrolet
743,visa-electron,943492.27,Russia,Buick
744,visa,908378.63,Armenia,Mercury
745,mastercard,631385.75,Indonesia,GMC
746,americanexpress,631397.41,China,Buick
747,americanexpress,848617.32,Philippines,Saab
748,visa-electron,734756.57,Philippines,Lexus
749,mastercard,513056.66,Zambia,Nissan
750,mastercard,751838.86,China,Audi
751,visa,816514.86,China,Isuzu
752,americanexpress,529712.13,Indonesia,Kia
753,visa-electron,649451.77,Sweden,GMC
754,mastercard,628174.64,Tunisia,Honda
755,americanexpress,541770.3,Japan,Chevrolet
756,americanexpress,717909.25,Greece,Pontiac
757,americanexpress,687183.94,Dominican Republic,Dodge
758,americanexpress,895143.08,Brazil,Scion
759,visa,954942.68,Central African Republic,Mazda
760,americanexpress,613750.05,Guyana,Chevrolet
761,visa-electron,535926.75,France,Suzuki
762,visa-electron,600863.25,Russia,Ford
763,americanexpress,560407.66,Portugal,GMC
764,visa,749740,Mexico,Chevrolet
765,americanexpress,516608.53,Poland,Subaru
766,americanexpress,851557.7,Israel,Dodge
767,visa-electron,952103.04,Philippines,Cadillac
768,americanexpress,649129.16,Poland,Mercury
769,visa,703829.48,Ukraine,Chevrolet
770,visa-electron,703179.73,Czech Republic,BMW
771,visa-electron,982782.2,Indonesia,Pontiac
772,visa,589841.51,Russia,BMW
773,visa-electron,513992.09,Sint Maarten,Nissan
774,americanexpress,757067.51,Croatia,Cadillac
775,visa,974008.54,Armenia,Mitsubishi
776,mastercard,885535.92,Indonesia,Ford
777,visa,606062.53,Russia,Chevrolet
778,visa,514292.37,Mexico,Chevrolet
779,visa-electron,616820.66,South Sudan,Chevrolet
780,mastercard,921130.23,China,Buick
781,americanexpress,690045.41,France,Volkswagen
782,americanexpress,562834.18,China,Buick
783,visa-electron,816453.68,Argentina,Honda
784,visa,928885.66,Indonesia,Saturn
785,mastercard,741626.27,Poland,Kia
786,visa,950304.84,Kosovo,Chevrolet
787,visa-electron,656890.78,France,Toyota
788,visa-electron,669500.05,Poland,Land Rover
789,visa,855252.51,China,Mazda
790,mastercard,996863.34,Guatemala,Infiniti
791,visa,902765.82,Greece,GMC
792,americanexpress,705141.74,Canada,Plymouth
793,visa-electron,886040.97,Thailand,Mitsubishi
794,mastercard,547283.9,Philippines,Porsche
795,visa,795495.87,Indonesia,GMC
796,visa,541211.64,Chile,Toyota
797,mastercard,513638.72,China,Chevrolet
798,americanexpress,765891.81,Indonesia,Chevrolet
799,mastercard,594544.34,Philippines,Pontiac
800,mastercard,976519.9,United States,Mercedes-Benz
801,visa,771580.48,Myanmar,Volvo
802,americanexpress,755789.85,Colombia,Nissan
803,visa-electron,815548.59,China,Chevrolet
804,americanexpress,637988.8,United States,Mazda
805,visa-electron,846283.73,France,Kia
806,visa,539930.72,China,Toyota
807,visa-electron,945427.04,China,Honda
808,visa-electron,835689.6,Ethiopia,Mercedes-Benz
809,visa-electron,825563.31,United States,Aston Martin
810,mastercard,516957.09,France,Isuzu
811,americanexpress,539539.28,Nicaragua,Ford
812,visa-electron,941566.11,Czech Republic,Lexus
813,visa,703295.37,Russia,Chevrolet
814,americanexpress,674338.87,Indonesia,Mercury
815,mastercard,559411.58,Nigeria,Ford
816,mastercard,617910.46,Malaysia,GMC
817,visa,719089.91,Armenia,Ford
818,visa-electron,839888.73,Honduras,Lexus
819,visa-electron,772521.76,Canada,Mazda
820,americanexpress,599166.41,Indonesia,Kia
821,americanexpress,579935.62,China,Mitsubishi
822,visa,801019.82,Indonesia,Ford
823,visa-electron,920612.08,China,Pontiac
824,visa,724596.81,France,Toyota
825,americanexpress,828217.54,Brazil,Lotus
826,visa-electron,660114.36,Tanzania,Lexus
827,mastercard,804219.69,Sweden,Land Rover
828,visa-electron,872520.17,Indonesia,Toyota
829,americanexpress,690783.39,Kazakhstan,Mercedes-Benz
830,americanexpress,648450.39,Mauritania,Maserati
831,visa,672767.56,Serbia,GMC
832,visa,710382.83,Netherlands,Audi
833,mastercard,650307.79,United States,Volkswagen
834,visa,910286.72,Czech Republic,Chevrolet
835,visa,908362.72,South Africa,BMW
836,americanexpress,891599.49,Netherlands,Mazda
837,americanexpress,657432,Philippines,Chevrolet
838,americanexpress,705547.98,Afghanistan,Subaru
839,visa-electron,587493.3,China,Mitsubishi
840,americanexpress,731180.23,United States,Ford
841,visa,861138.06,Greece,Pontiac
842,visa,731913.28,Iceland,Mercedes-Benz
843,visa,999021.62,Colombia,Lexus
844,americanexpress,610407.44,China,BMW
845,mastercard,757121.58,Philippines,Chevrolet
846,mastercard,503821.96,Brazil,Toyota
847,americanexpress,514440.91,Brazil,Audi
848,visa-electron,979369.84,Sweden,Hyundai
849,mastercard,712020.38,Russia,Honda
850,americanexpress,782739.92,Colombia,Audi
851,visa-electron,908879.13,Uruguay,Lexus
852,visa,738723.1,Canada,Ford
853,americanexpress,921899.08,Croatia,BMW
854,mastercard,648475.97,Indonesia,Mercury
855,americanexpress,682974.54,Indonesia,Lotus
856,americanexpress,972102.57,Czech Republic,Volkswagen
857,visa-electron,627210.72,China,Jaguar
858,americanexpress,577626.95,China,Ford
859,americanexpress,517963.51,China,Volkswagen
860,mastercard,981376.24,Micronesia,Hyundai
861,visa,711451.44,Indonesia,Porsche
862,americanexpress,561482.37,Indonesia,Chevrolet
863,americanexpress,680138.19,Croatia,Dodge
864,visa,810409.32,Colombia,Suzuki
865,visa-electron,810585.55,China,Ford
866,americanexpress,545465.41,United States,Mercedes-Benz
867,visa-electron,517111.19,Netherlands,Honda
868,mastercard,758359.12,Nigeria,Dodge
869,mastercard,919846.49,Brazil,BMW
870,visa,921804.84,Poland,Volkswagen
871,visa-electron,612702.08,China,Dodge
872,visa,860634.77,Indonesia,Suzuki
873,visa,875996.84,Russia,Mazda
874,visa-electron,904871.2,Bosnia and Herzegovina,Ford
875,visa,756013.3,Poland,Chevrolet
876,mastercard,637188.75,Indonesia,Mercedes-Benz
877,visa,847907.19,Lithuania,Toyota
878,visa,946555.81,Philippines,Mitsubishi
879,mastercard,947048.88,China,Dodge
880,americanexpress,902571.98,Chad,Pontiac
881,visa,730746.16,Japan,Chevrolet
882,americanexpress,950508.48,Greece,Buick
883,visa-electron,923034.01,Azerbaijan,Lotus
884,visa,754128.57,Argentina,Mercedes-Benz
885,visa,871936.85,Indonesia,Chevrolet
886,americanexpress,861261.65,France,Hummer
887,americanexpress,598307.36,China,Ford
888,visa,588574.93,Indonesia,BMW
889,americanexpress,753368.47,Saudi Arabia,Chevrolet
890,mastercard,982390.24,China,Mitsubishi
891,americanexpress,978380.07,China,Chrysler
892,mastercard,938295.33,Thailand,Lincoln
893,visa,669705.48,China,BMW
894,mastercard,908585.33,Portugal,Subaru
895,mastercard,621209.36,Indonesia,Mercedes-Benz
896,mastercard,700354.37,Poland,Mazda
897,americanexpress,840231.42,Indonesia,Honda
898,americanexpress,502648.77,Macedonia,Mitsubishi
899,mastercard,984577.64,Indonesia,Infiniti
900,mastercard,929604.5,Gambia,Ford
901,visa-electron,822872.97,Philippines,Volkswagen
902,americanexpress,591257.43,Nigeria,Mitsubishi
903,visa,972726.46,China,Ford
904,mastercard,859732.43,Slovenia,Ford
905,visa,985886.96,China,Dodge
906,americanexpress,678551.5,Chile,Chevrolet
907,visa-electron,899621.1,Finland,Infiniti
908,visa,577349.84,Indonesia,Ford
909,visa,788344.57,Spain,Dodge
910,visa-electron,823560.88,China,Lexus
911,visa,557588.85,Russia,Chevrolet
912,mastercard,565732.18,Philippines,Lincoln
913,visa-electron,652303.84,Finland,Buick
914,mastercard,568169.68,Eritrea,Mitsubishi
915,visa-electron,796227.7,Sweden,Chevrolet
916,americanexpress,884471.69,Poland,Volvo
917,visa-electron,593948.92,Philippines,Jaguar
918,visa,741872.62,China,Toyota
919,visa-electron,536876.87,Portugal,Chevrolet
920,americanexpress,833751.53,Philippines,Mitsubishi
921,americanexpress,773172.69,Russia,Buick
922,americanexpress,970709.1,Poland,Chevrolet
923,visa,685252.57,Indonesia,Nissan
924,mastercard,851284.65,Greece,Volkswagen
925,americanexpress,749109.61,Russia,Pontiac
926,visa-electron,637172.31,Indonesia,Dodge
927,mastercard,859521.88,Russia,GMC
928,visa,714391.33,China,Chevrolet
929,visa-electron,829425.16,China,Mitsubishi
930,mastercard,954254.43,Equatorial Guinea,Pontiac
931,visa,958237.02,United States,Chevrolet
932,mastercard,612489.9,Philippines,Volkswagen
933,mastercard,955461.64,China,Mitsubishi
934,visa-electron,543259.64,Sweden,Oldsmobile
935,americanexpress,993213.19,Syria,Ford
936,visa,795329.05,Cape Verde,Bentley
937,americanexpress,616235.32,Indonesia,Hyundai
938,visa,801763.27,China,Mazda
939,visa-electron,643321.76,Indonesia,Nissan
940,visa,572152.35,China,Fillmore
941,mastercard,723401.69,Nigeria,Buick
942,americanexpress,812373.53,China,Mercedes-Benz
943,visa,553968.48,Russia,Dodge
944,mastercard,928445.68,Peru,Audi
945,visa,546605.04,Kosovo,Ford
946,mastercard,755470.78,Russia,Audi
947,americanexpress,510600.72,Indonesia,Ford
948,visa-electron,665532.87,Indonesia,GMC
949,visa,503640.81,China,Chevrolet
950,americanexpress,871350.95,Argentina,Chevrolet
951,americanexpress,659062.83,United States,Ford
952,americanexpress,975049.25,Greece,Audi
953,mastercard,615405.36,China,Mazda
954,americanexpress,575920.2,France,Volvo
955,visa-electron,537589.26,Indonesia,Toyota
956,visa-electron,670662.11,Brazil,Porsche
957,visa,538043.53,Philippines,Spyker
958,americanexpress,743961.24,Kazakhstan,Acura
959,visa-electron,709084.85,Sweden,Hyundai
960,visa,696173.98,Philippines,Plymouth
961,mastercard,712122.68,China,Volkswagen
962,visa-electron,695721.34,Poland,Mercedes-Benz
963,visa-electron,818598.28,Russia,Buick
964,visa-electron,867132.47,French Polynesia,Mercedes-Benz
965,americanexpress,879175.65,Greece,Audi
966,visa,524893.26,South Korea,Plymouth
967,mastercard,862802.19,Germany,Suzuki
968,americanexpress,937334.13,China,Porsche
969,visa,514081.7,Indonesia,Toyota
970,mastercard,803513.63,Indonesia,Toyota
971,mastercard,719430.35,Portugal,Mitsubishi
972,americanexpress,680491.97,Mongolia,Volvo
973,visa,726657.69,Niger,Ford
974,visa-electron,558961.82,United States,Ford
975,americanexpress,895532.62,Indonesia,Mitsubishi
976,americanexpress,789979.71,Yemen,Toyota
977,mastercard,916015.63,Afghanistan,Acura
978,mastercard,737992.47,China,Nissan
979,americanexpress,721647.89,Sweden,Ford
980,visa,728871.76,Indonesia,BMW
981,visa-electron,744900.69,China,Land Rover
982,americanexpress,673792.71,Palestinian Territory,Mitsubishi
983,americanexpress,657119.08,Portugal,Kia
984,americanexpress,611074.37,Kenya,Kia
985,americanexpress,724985.78,Tanzania,Volvo
986,mastercard,720926.32,Philippines,Smart
987,visa-electron,787275.48,Malaysia,Porsche
988,visa,904234.5,Sweden,Mitsubishi
989,visa-electron,647984.79,Zimbabwe,Audi
990,visa-electron,880894.83,Bangladesh,Lexus
991,americanexpress,662484.19,China,Toyota
992,visa-electron,596049.38,France,Volvo
993,visa,840481.75,Brazil,Mitsubishi
994,visa-electron,646355.4,China,Porsche
995,mastercard,630294.04,Mayotte,Pontiac
996,visa-electron,787903.48,Serbia,Porsche
997,americanexpress,753725.91,Botswana,Chevrolet
998,mastercard,527470.18,Malaysia,Pontiac
999,visa-electron,585684.55,Democratic Republic of the Congo,Toyota
1000,visa-electron,899452.14,Zimbabwe,Jeep

